new_lane,product,tonnage,new_rate,matched_lane,matched_rate,score,abs_diff,pct_diff
NBO F24 - GIKOMBA 7.57 SPIRIT SPIRITS,SPIRITS,24T,9285.62,KBL NBO F20 - GIKOMBA 7.5T Spirit,983.28,0.7777777777777778,8302.34,844.3515580506063
NBO F24 . GILGIL 7.57 SPIRIT SPIRITS,SPIRITS,24T,26349.28,KBL NBO F20 - GILGIL 7.5T SPIRIT,246.21,0.7692307692307693,26103.07,10601.95361683116
NBO F24 - HURUMA 7.57 SPIRIT SPIRITS,SPIRITS,24T,7.51,KBL NBO F20 - HURUMA 7.5T Spirit,983.28,0.7692307692307693,975.77,99.2362297616142
NBO F24 - ISIOLO 7ST SPIRIT SPIRITS,SPIRITS,24T,50999.31,KBL NBO F20 - ISIOLO 7.5T SPIRIT,399.3,0.7307692307692307,50600.009999999995,12672.178812922613
NBO F24 - KAHAWA7.ST SPIRIT SPIRITS,SPIRITS,24T,9235.62,KBL NBO F20 - KAHAWA 7.5T Spirit,983.28,0.7307692307692307,8252.34,839.2665364901146
NBO F24 - KAKAMEGA 7.57 SPIRIT SPIRITS,SPIRITS,24T,93566.56,KBL NBO F20 - Kakamega 7.5T SPIRIT,835.27,0.7857142857142857,92731.29,11101.953859231146
NAO F274 - ABET 7 5T SPIRIT SPIRITS,SPIRITS,5T,7.57,KBL NBO F20 - KABARNET 7.5T SPIRIT,760.0,0.6415094339622641,752.43,99.00394736842104
NBO F246 - KAWANGWARE 7.57 SPIRIT SPIRITS,SPIRITS,24T,9235.62,KBL NBO F20 - KAWANGWARE 7.5T Spirit,983.28,0.7868852459016393,8252.34,839.2665364901146
NBO F24 - KERICHO 7.5T SPIRIT SPIRITS,SPIRITS,7.5T,44244.63,KBL NBO F20 - KERICHO 7.5T SPIRIT,523.17,0.7777777777777778,43721.46,8357.027352485808
NBO F24 - KIBERA 7.57 SPIRIT SPIRITS,SPIRITS,24T,10411.62,KBL NBO F20 - Kibera 7.5T SPIRIT,983.28,0.7692307692307693,9428.34,958.8662435928729
NBO F24- KiSUMU AYOTI7.ST SPIRIT SPIRITS,SPIRITS,24T,7.57,KBL NBO F20 - KISUMU AYOTI 7.5T Spirit,75.39,0.7741935483870968,67.82,89.95888048812839
NBO F24- KITALE 7.57 SPIRIT SPIRITS,SPIRITS,24T,74502.01,KBL NBO F20 - Kitale 7.5T SPIRIT,402.05,0.7692307692307693,74099.95999999999,18430.533515731873
NBO F24 - MAB 7.ST SPIRIT SPIRITS,SPIRITS,24T,9235.62,KBL NBO F20 - MAB 7.5T Spirit,983.28,0.6956521739130435,8252.34,839.2665364901146
NBG F24- MUTOMO 7.57 SPIRIT SPIRITS,SPIRITS,24T,39877.48,KBL NBO F20 - MUTOMO 7.5T SPIRIT,50.49,0.7307692307692307,39826.990000000005,78880.9467221232
NBO F24 - NAKURU 7.57 SPIRIT SPIRITS,SPIRITS,24T,52704.42,KBL NBO F20 - NAKURU 7.5T SPIRIT,731.04,0.7692307692307693,51973.38,7109.5124753775435
NBO F24 - THIKA 7.57 SPIRIT SPIRITS,SPIRITS,24T,7.57,KBL NBO F20 - THIKA 7.5T SPIRIT,912.91,0.76,905.3399999999999,99.17078353835537
F24-KSM-ATHIA-I BVEEERR - 147 BEER,BEER,24T,80255.53,KBL NBO F20 - ATHIRIVER 14T BEER,656.19,0.6274509803921569,79599.34,12130.532315335497
F24-KSM-BOMET- BEER,BEER,24T,31473.83,F24 -BDC -BOMET - Beer - 14T,427.29,0.7272727272727273,31046.54,7265.917760771373
KOUKSM F24- BURUGURU 147 BEER,BEER,24T,77224.3,KBL NBO F20 - Buruburu 14T BEER,742.53,0.7083333333333334,76481.77,10300.158916138069
KNLKSM F20- DUSIA 147 BEER,BEER,20T,33690.95,KBL NBO F20 - BUSIA 14T BEER,349.58,0.7142857142857143,33341.369999999995,9537.550775215972
KSM F24. ELOORET 147 BEER,BEER,24T,30603.94,KBL NBO F20 - ELDORET 14T BEER,990.52,0.6976744186046512,29613.42,2989.6842062754913
F24-KSM -EMALI- BEER,BEER,24T,99157.61,F24 -BDC -EMALI - Beer - 14T,163.12,0.7272727272727273,98994.49,60688.13756743503
F24-KSM-GAT-U NBEDEUR 147 BEER,BEER,24T,74316.53,KBL NBO F20 - GATUNDU 14T BEER,458.86,0.6382978723404256,73857.67,16095.90506908425
KSM F24- KISII 147 BEER,BEER,24T,33031.4,KBL NBO F20 - KISII 14T BEER,462.18,0.717948717948718,32569.22,7046.869185165953
KOLKSM F24- KISUMU 347 BEER,BEER,24T,10764.17,KBL NBO F20 - KISUMU 14T Beer,125.58,0.6818181818181818,10638.59,8471.563943303074
KSM F24- KISUMU AYOTI 147 BEER,BEER,24T,11744.17,KBL NBO F20 - KISUMU AYOTI 14T BEER,993.59,0.7843137254901961,10750.58,1081.9935788403666
F24-KSM-LIMURU-BEER,BEER,24T,64192.45,F24 -BDC -LIMURU - Beer - 14T,352.19,0.7428571428571429,63840.259999999995,18126.65322695136
F24 -KSM -LOKICHOGIO - BEER,BEER,24T,141386.2,F24 -BDC -LOKICHOGIO - Beer - 14T,959.39,0.7906976744186046,140426.81,14637.093361406727
F24 -KSM -MACHAKOS - GEER- 141 BEER,BEER,24T,78835.62,F24 -BDC -MACHAKOS - Beer - 14T,6.42,0.6956521739130435,78829.2,1227869.1588785045
F24-KSM -NAIROGITHT - OEEN- 141 BEER,BEER,24T,74192.82,KBL NBO F20 - NAIROBI THT 14T Beer,243.03,0.6415094339622641,73949.79000000001,30428.255770892487
F24 0KSM-NANYUKI. BEER,BEER,24T,81908.93,F24 -BDC -NANYUKI - Beer - 14T,553.32,0.7368421052631579,81355.60999999999,14703.175377719941
F24 -KSM-NAROK - BEER,BEER,24T,47107.36,F24 -BDC -NAROK - Beer - 14T,662.16,0.7272727272727273,46445.2,7014.195964721517
F24 .KSM-NGONG. BEER,BEER,24T,74316.53,F24 -BDC -NGONG - Beer - 14T,608.18,0.7272727272727273,73708.35,12119.495872932357
F24 -KSM -RUIRU - BEER,BEER,24T,81541.51,F24 -BDC -RUIRU - Beer - 14T,795.64,0.7272727272727273,80745.87,10148.543311045196
F24 -KSM -BURUBUAU - DELN-30T BEER,BEER,30T,121213.76,KBL NBO F20 - Buruburu 30T BEER,441.67,0.6530612244897959,120772.09,27344.417777979033
KBLKSM F24-DAGORETTICOANER JOT BEER,BEER,24T,115487.27,KBL NBO F20 - DAGORETTI CORNER 14T Beer,111.04,0.7741935483870968,115376.23000000001,103905.10626801154
F24-KSM-DIANI. BEER,BEER,24T,200582.77,F24 -BDC -DIANI - Beer - 14T,120.88,0.7272727272727273,200461.88999999998,165835.44837855725
LKSM F24. ELOORET JOT BEER,BEER,24T,55014.56,KBL NBO F20 - ELDORET 14T BEER,990.52,0.6363636363636364,54024.04,5454.108952873238
LKSM F24- ELOORET THT 307 BEER,BEER,24T,84.56,KBL NBO F20 - ELDORET 30T BEER,924.14,0.6382978723404256,839.5799999999999,90.84987123163157
F24.KSM-EMALI- BEER,BEER,24T,186209.31,F24 -BDC -EMALI - Beer - 14T,163.12,0.7272727272727273,186046.19,114054.80014713094
F24 -KSM-EMBU - BEER,BEER,24T,146244.45,F24 -BDC -EMBU - Beer - 14T,975.02,0.7096774193548387,145269.43000000002,14899.123094910878
F24-KSM-GATUNOU - MEER. 30T BEER,BEER,30T,116672.25,F24 -BDC -GATUNDU - Beer - 30T,147.52,0.6818181818181818,116524.73,78989.10656182212
F24KSM -GIKOMBA . BEER,BEER,24T,137254.74,F24 -BDC -GIKOMBA - Beer - 14T,421.35,0.7567567567567568,136833.38999999998,32474.994660021355
F24-KSM-HURUMA. BEER,BEER,24T,106557.69,F24 -BDC -HURUMA - Beer - 14T,421.35,0.7428571428571429,106136.34,25189.590601637592
F24 .KSM-ISIOLO - BEER,BEER,24T,152169.34,F24 -BDC -ISIOLO - Beer - 14T,29.25,0.7428571428571429,152140.09,520137.0598290599
KSM F24-ITEN 301 NEER BEER,BEER,24T,65903.37,KBL NBO F20 - ITEN 30T BEER,175.3,0.6341463414634146,65728.06999999999,37494.620650313744
F24-KSM JUJA. BEER,BEER,24T,170593.47,F24 -BDC -JUJA - Beer - 14T,264.29,0.7096774193548387,170329.18,64447.833818911036
KBLKSM F24. KAKAMEGA 307 BEER,BEER,24T,25625.2,KBL NBO F20 - KAKAMEGA 30T BEER,998.76,0.7916666666666666,24626.440000000002,2465.7014698225803
F24 -KSI-KAVOLE. BEER,BEER,24T,123197.35,F24 -BDC -KAYOLE - Beer - 14T,421.35,0.6857142857142857,122776.0,29138.720778450217
KBLKSM F24. KISUMU SOT BEER,BEER,24T,15255.65,KBL NBO F20 - KISUMU 14T Beer,125.58,0.7272727272727273,15130.07,12048.152572065615
KALKSM F24-- KITALE 30T BEER,BEER,30T,67930.63,KBL NBO F20 - KITALE 30T BEER,968.56,0.7727272727272727,66962.07,6913.569629140168
F24 -KSM-LIMURU . BEER,BEER,24T,103238.4,F24 -BDC -LIMURU - Beer - 14T,352.19,0.7428571428571429,102886.20999999999,29213.268406257983
F24 -KSM -MAKUTANO - BEER,BEER,24T,148803.15,F24 -BDC -MAKUTANO - Beer - 14T,782.82,0.7692307692307693,148020.33,18908.60351038553
KBLKSM F24. MERU 307 BEER,BEER,24T,181132.49,KBL NBO F20 - MERU 30T BEER,190.93,0.75,180941.56,94768.5329701985
F24 -KSM -NAIROBI- BEER,BEER,24T,116376.0,F24 -BDC -NAIROBI - Beer - 14T,421.35,0.7567567567567568,115954.65,27519.793520825915
F324 -K5M -NAIRODI THT - OCER- 307 BEER,BEER,30T,116376.0,KBL NBO F20 - NAIROBI THT 30T Beer,51.59,0.6296296296296297,116324.41,225478.60050397363
KSM F24- NAROK 30T BEER,BEER,30T,73687.7,KBL NBO F20 - NAROK 30T BEER,476.98,0.7692307692307693,73210.72,15348.802884816974
XSM F24 - NKUBU 30T BEER,BEER,30T,158283.03,KBL NBO F20 - NKUBU 30T BEER,665.97,0.717948717948718,157617.06,23667.2913194288
F24 -KSM NAS INDUST AREA. BEER,BEER,24T,878.65,F24 -BDC -NRB INDUST AREA - Beer - 14T,421.35,0.7346938775510204,457.29999999999995,108.5320992049365
KOLKStA F24- AUIAU 307 ALER BEER,BEER,24T,128173.51,KBL NBO F20 - MAUA 30T BEER,701.96,0.5652173913043478,127471.54999999999,18159.37517807282
KOLKSM F24- THIKA 30T BEER,BEER,30T,138245.84,KBL NBO F20 - THIKA 30T BEER,112.29,0.7619047619047619,138133.55,123015.0057885831
F24 -KSM-VOl- BEER,BEER,24T,219264.65,F24 -BDC -KAYOLE - Beer - 14T,421.35,0.625,218843.3,51938.60211225821
F24 -KSM-ATHIRIVEN - BEER,BEER,24T,62392.76,F24 -BDC -ATHI RIVER - Beer - 14T,771.07,0.7317073170731707,61621.69,7991.711517761033
NSM F24- ELDORET 7.51 BEER,BEER,24T,23671.32,KBL NBO F20 - ELDORET 7.5T BEER,507.47,0.7441860465116279,23163.85,4564.575245827339
F24_KSM-GATUNDU- BEER,BEER,24T,57843.72,F24 -BDC -GATUNDU - Beer - 14T,869.38,0.7567567567567568,56974.340000000004,6553.4449837815455
F24 -K5M-ISIOLO - BEER,BEER,24T,7.57,F24 -BDC -ISIOLO - Beer - 14T,29.25,0.7428571428571429,21.68,74.11965811965811
F24 -KSM-JUIA- BEER,BEER,24T,7.51,F24 -BDC -JUJA - Beer - 14T,264.29,0.6451612903225806,256.78000000000003,97.15842445798177
KSM F24- KAGIO 7.57 BEER,BEER,24T,7.57,KBL NBO F20 - Kagio 7.5T BEER,717.76,0.717948717948718,710.1899999999999,98.945329915292
KSM F20- KAKAMIGA 7.57 BEER,BEER,20T,34679.69,KBL NBO F20 - KAKAMEGA 7.5T BEER,511.43,0.7555555555555555,34168.26,6680.926030932875
F24 -KSM -KAVOLE - BEER,BEER,24T,7.57,F24 -BDC -KAYOLE - Beer - 14T,421.35,0.6857142857142857,413.78000000000003,98.20339385309126
KBLKSM F24- KERICHO 7.57 BEER,BEER,24T,72.57,KBL NBO F20 - KERICHO 7.5T BEER,265.22,0.782608695652174,192.65000000000003,72.63781011990046
KBLKSM F24 - KISH 7.57 BEER,BEER,24T,7.51,KBL NBO F20 - KISII 7.5T BEER,879.02,0.6829268292682927,871.51,99.14563946212827
KBLKSM F24 - KISUMU AYOTI 7.51 BEER,BEER,24T,9834.36,KBL NBO F20 - KISUMU AYOTI 7.5T BEER,817.44,0.8148148148148148,9016.92,1103.068115091016
KSM F24 - LIMURU 7.5T BEER,BEER,7.5T,7.51,KBL NBO F20 - LIMURU 7.5T BEER,354.45,0.7804878048780488,346.94,97.88122443221894
F24-KSM-NAIROBI THT - BEER,BEER,24T,7.57,F24 -BDC -NAIROBI THT - Beer - 14T,421.35,0.7906976744186046,413.78000000000003,98.20339385309126
F24 -KSM-NANYUKI- BEER,BEER,24T,7.57,F24 -BDC -NANYUKI - Beer - 14T,553.32,0.7567567567567568,545.75,98.63189474445167
f24-NAROK 7.57 BEER,BEER,24T,39805.25,F24 -BDC -NAROK - Beer - 14T,662.16,0.7272727272727273,39143.09,5911.424731182795
F24 -KSM-NAROK - BEER,BEER,24T,36805.79,F24 -BDC -NAROK - Beer - 14T,662.16,0.7272727272727273,36143.63,5458.4435785912765
F24.KSM-NGONG- BEER,BEER,24T,7.57,F24 -BDC -NGONG - Beer - 14T,608.18,0.7272727272727273,600.6099999999999,98.75530270643559
F24-KSM-RUINU - BEER,BEER,24T,2.57,F24 -BDC -RUIRU - Beer - 14T,795.64,0.6666666666666666,793.0699999999999,99.67698959328338
F24 -KSM-UKUNDA- BEER,BEER,24T,7.51,F24 -BDC -UKUNDA - Beer - 14T,120.88,0.7428571428571429,113.36999999999999,93.78722700198544
F24 .KSM-BOMET- BEER,BEER,24T,23112.52,F24 -BDC -BOMET - Beer - 14T,427.29,0.7272727272727273,22685.23,5309.094525965971
F24-KSM-EMALI- BEER,BEER,24T,74830.15,F24 -BDC -EMALI - Beer - 14T,163.12,0.7272727272727273,74667.03,45774.29499754782
F24 -KSM-EMBU - BEER,BEER,24T,67170.49,F24 -BDC -EMBU - Beer - 14T,975.02,0.7096774193548387,66195.47,6789.139709954668
F24 -KSM-GATUNDU - BEER,BEER,24T,54002.16,F24 -BDC -GATUNDU - Beer - 14T,869.38,0.7567567567567568,53132.780000000006,6111.571464721987
F24 -KSM-GIKOMBA - BEER,BEER,24T,54263.25,F24 -BDC -GIKOMBA - Beer - 14T,421.35,0.7567567567567568,53841.9,12778.426486294054
F24 -K5M -HURUMA- BEER,BEER,24T,54696.86,F24 -BDC -HURUMA - Beer - 14T,421.35,0.7428571428571429,54275.51,12881.336181321942
F24 -KSM -JUJA - BEER,BEER,24T,60251.38,F24 -BDC -JUJA - Beer - 14T,264.29,0.7096774193548387,59987.09,22697.44977108479
KSM F24 - KiStl PAUP BEER,BEER,24T,21232.55,KBL NBO F20 - KITALE P/up Beer,997.69,0.6829268292682927,20234.86,2028.171075183674
F24 -KSM-MAKUTANO - BEER,BEER,24T,68566.42,F24 -BDC -MAKUTANO - Beer - 14T,782.82,0.7692307692307693,67783.59999999999,8658.899874811577
F24 -KSM -NAIRODI- BEER,BEER,24T,53671.63,F24 -BDC -NAIROBI - Beer - 14T,421.35,0.7027027027027027,53250.28,12638.015901269728
F24 -KSM-NAIRODI THT - BEER,BEER,24T,55159.96,F24 -BDC -NAIROBI THT - Beer - 14T,421.35,0.7441860465116279,54738.61,12991.244808354098
F24 -KSM -NGONG - BEER,BEER,24T,48601.94,F24 -BDC -NGONG - Beer - 14T,608.18,0.7272727272727273,47993.76,7891.374264198101
F24--SM -NYALI- BEER,BEER,24T,124237.64,F24 -BDC -NYALI - Beer - 14T,789.3,0.75,123448.34,15640.230584061828
F24-KSM -RONGAI- BEER,BEER,24T,55159.96,F24 -BDC -RONGAI - Beer - 14T,433.64,0.7428571428571429,54726.32,12620.219536943086
F24-KSM -RUIRU - BEER,BEER,24T,59206.99,F24 -BDC -RUIRU - Beer - 14T,795.64,0.7272727272727273,58411.35,7341.429540998442
F24-KSM -TALA - BEER,BEER,24T,68044.22,F24 -BDC -TALA - Beer - 14T,270.4,0.7096774193548387,67773.82,25064.2825443787
F24 -KSM-URUNDA- BEER,BEER,24T,127370.83,F24 -BDC -UKUNDA - Beer - 14T,120.88,0.6857142857142857,127249.95,105269.64758438121
F24 -KSM -VOl- BEER,BEER,24T,100020.76,F24 -BDC -KAYOLE - Beer - 14T,421.35,0.625,99599.40999999999,23638.165420671645
F24- DOMET 147 KEG,KEG,24T,40574.62,KBL NBO F20 - BOMET 14T KEG,956.94,0.6470588235294118,39617.68,4140.038037912513
KSM F24- CHUKA 2AT KEG,KEG,24T,125700.16,KBL NBO F20 - Chuka 14T KEG,286.35,0.6486486486486487,125413.81,43797.384319888246
KSM F24 - IKUTHA 147 KEG,KEG,24T,135229.32,KBL NBO F20 - IKUTHA 14T Keg,244.91,0.717948717948718,134984.41,55115.92421705933
bLKSM F24- KAKAMIGA 147 KEG,KEG,24T,47793.24,KBL NBO F20 - KAKAMEGA 14T KEG,782.4,0.7111111111111111,47010.84,6008.542944785276
KBLKSM F24 - KERICHO 24T KEG,KEG,24T,25301.37,KBL NBO F20 - KERICHO 14T KEG,335.07,0.7727272727272727,24966.3,7451.06992568717
KOLKSM F24- KIAMAU 14T KEG,KEG,14T,87626.95,KBL NBO F20 - Kiambu 14T KEG,942.56,0.7142857142857143,86684.39,9196.697292480054
KSM F24 - KIKUYU 147 KEG,KEG,24T,67635.33,KBL NBO F20 - Kikuyu 14T KEG,174.12,0.717948717948718,67461.21,38744.09028256375
F24 - KISUMU 147 KEG,KEG,24T,12558.63,KBL NBO F20 - Kisumu 14T KEG,56.67,0.7222222222222222,12501.96,22060.984647961883
KBLKSM F24 - KITUI14T KEG,KEG,14T,131756.33,KBL NBO F20 - KITUI 14T KEG,563.17,0.8,131193.15999999997,23295.480938260203
KSM F24. IMURU 447 KEG,KEG,24T,74599.81,KBL NBO F20 - LIMURU 14T Keg,384.54,0.631578947368421,74215.27,19299.75295157851
KSM F24- MAUA 141 KEG,KEG,24T,136215.63,KBL NBO F20 - MAUA 14T KEG,80.63,0.6857142857142857,136135.0,168839.14175865063
KSM F24 - MIGORI 147 KEG,KEG,24T,45002.41,KBL NBO F20 - MWINGI 14T KEG,571.01,0.6153846153846154,44431.4,7781.1947251361635
KBLKSM F24 - MWIKI LAT KEG,KEG,14T,91093.76,KBL NBO F20 - Mwiki 14T KEG,925.97,0.7,90167.79,9737.657807488362
KSM F20- NAIVASHA 14T KEG,KEG,14T,74718.07,KBL NBO F20 - NAIVASHA 14T KEG,396.48,0.8372093023255814,74321.59000000001,18745.35663841808
KSM F24 - NAKURU LAT KEG,KEG,14T,61194.77,KBL NBO F20 - NAKURU 14T Keg,992.38,0.6666666666666666,60202.39,6066.465466857453
KBLKSM F24 . NAROK 14T KEG,KEG,14T,56809.55,KBL NBO F20 - NAROK 14T KEG,914.91,0.8,55894.64,6109.304740356974
KSM F24-NGONG 147 KEG,KEG,24T,76933.78,KBL NBO F20 - NGONG 14T KEG,815.06,0.7027027027027027,76118.72,9339.0327092484
KSM F24- NKUGU 147 KEG,KEG,24T,117361.94,KBL NBO F20 - NKUBU 14T KEG,782.02,0.6486486486486487,116579.92,14907.5368916396
KSM F24 - RONGAI 1aT KEG,KEG,24T,76128.8,KBL NBO F20 - Rongai 14T KEG,923.01,0.717948717948718,75205.79000000001,8147.884638302945
KSM F24 - BUNGOMA 30T KEG,KEG,30T,44466.13,KBL NBO F20 - BUNGOMA 30T KEG,145.13,0.7804878048780488,44321.0,30538.82725832013
KBLKSM F24 - CHUKA 30T KEG,KEG,30T,163299.83,KBL NBO F20 - Chuka 30T KEG,292.8,0.8,163007.03,55671.79986338798
KBLKSM F24 - GILGIL 30T KEG,KEG,30T,89006.35,KBL NBO F20 - GILGIL 30T Keg,381.47,0.8095238095238095,88624.88,23232.463889689883
RSM F24- KADSADET JOT KEG,KEG,24T,38187.21,KBL NBO F20 - Kapsabet 14T KEG,212.94,0.5581395348837209,37974.27,17833.319244857707
KSM F24 - KERICHO 30T KEG,KEG,30T,39404.56,KBL NBO F20 - KERICHO 30T KEG,978.2,0.7804878048780488,38426.36,3928.2723369454097
KSM F24 - KIAMBU 307 KEG,KEG,24T,132675.14,KBL NBO F20 - Kiambu 30T KEG,918.44,0.717948717948718,131756.7,14345.705761944166
KSM F24 - KIS 30T KEG,KEG,30T,40329.76,KBL NBO F20 - KISII 30T KEG,409.7,0.6857142857142857,39920.060000000005,9743.729558213328
KSM F24 - KITALE 30T KEG,KEG,30T,67082.5,KBL NBO F20 - KITALE 30T KEG,449.12,0.7692307692307693,66633.38,14836.431243320272
KSM F24 . KITENGELA 30T KEG,KEG,30T,98824.36,KBL NBO F20 - Kitengela 30T KEG,51.0,0.8,98773.36,193673.25490196078
KSM F24 - LIMURU 30T KEG,KEG,30T,120342.7,KBL NBO F20 - LIMURU 30T Keg,587.37,0.7692307692307693,119755.33,20388.39743262339
KOLKSM F24 - NAKUAU 30T KEG,KEG,30T,65079.31,KBL NBO F20 - NAKURU 30T Keg,985.96,0.7142857142857143,64093.35,6500.603472757515
KSM F24 - NAADK 307 KEG,KEG,24T,66141.43,KBL NBO F20 - NAROK 30T Keg,218.03,0.5945945945945946,65923.4,30235.93083520616
KSM F24 - NGONG 307 KEG,KEG,24T,134341.01,KBL NBO F20 - NGONG 30T KEG,973.95,0.7027027027027027,133367.06,13693.419580060578
KSM F24 - NIORO 20T KEG,KEG,20T,60800.92,KBL NBO F20 - Njoro 30T KEG,110.11,0.6486486486486487,60690.81,55118.34529107256
F24 - NYAHURURU 30T KEG,KEG,30T,71994.72,KBL NBO F20 - NYAHURURU 30T KEG,891.14,0.8095238095238095,71103.58,7978.946069080055
KSM F24 - HUNGOMA 7 STRIG KEG,KEG,24T,7.57,KBL NBO F20 - BUNGOMA 7.5T KEG,442.63,0.6363636363636364,435.06,98.28976797776924
KSM F264 - CHUKA 7.5T KEG,KEG,7.5T,83811.39,KBL NBO F20 - Chuka 7.5T KEG,26.62,0.7368421052631579,83784.77,314743.68895567243
KSM F24 - DANDORA 7.51 KEG,KEG,24T,7.57,KBL NBO F20 - Dandora 7.5T KEG,606.52,0.7317073170731707,598.9499999999999,98.75189606278441
KSM F24 - GILGIL 7.51 KEG,KEG,24T,7.51,KBL NBO F20 - GILGIL 7.5T Keg,16.29,0.717948717948718,8.78,53.89809699201964
KSM F24 - IKUTHA 7.51 KEG,KEG,24T,7.57,KBL NBO F20 - IKUTHA 7.5T Keg,379.96,0.717948717948718,372.39,98.00768501947573
KEM F24 - JUJA 7.57 KEG,KEG,24T,68132.61,KBL NBO F20 - Juja 7.5T KEG,148.77,0.6857142857142857,67983.84,45697.277676950995
KSM F24- FAPSADET 7ST KEG,KEG,24T,16286.5,KBL NBO F20 - Kapsabet 7.5T KEG,219.17,0.6511627906976745,16067.33,7330.989642743078
KBLKSM F24- KISI7.5T KEG,KEG,7.5T,23658.89,KBL NBO F20 - KISII 7.5T KEG,907.05,0.7692307692307693,22751.84,2508.3336089520976
RGM F24 - KITALE 7.5T KEG,KEG,7.5T,32.06,KBL NBO F20 - KITALE 7.5T KEG,213.01,0.717948717948718,180.95,84.94906342425239
KBLKSM F24 - LIMURU 7.5T KEG,KEG,7.5T,56630.51,KBL NBO F20 - LIMURU 7.5T Keg,382.48,0.8095238095238095,56248.03,14706.13626856306
KSM F24 - MAUA 7.51 KEG,KEG,24T,86116.5,KBL NBO F20 - MAUA 7.5T KEG,293.25,0.6857142857142857,85823.25,29266.24040920716
KBLKSM F24- MWEA 7.57 KEG,KEG,24T,75641.74,KBL NBO F20 - MWEA 7.5T Keg,409.3,0.7368421052631579,75232.44,18380.757390666993
KSM F24- MWIKi 7.51 KEG,KEG,24T,7.51,KBL NBO F20 - Mwiki 7.5T KEG,994.72,0.7027027027027027,987.21,99.24501367218916
KBLKSM F24- NAKUAU 7.51 KEG,KEG,24T,7.51,KBL NBO F20 - NAKURU 7.5T Keg,501.12,0.7142857142857143,493.61,98.50135696040869
KSM F24 - NAROK 7.57 KEG,KEG,24T,491235.19,KBL NBO F20 - NAROK 7.5T Keg,495.96,0.7027027027027027,490739.23,98947.34051133157
KBLKSM F24- NGONG 7.51 KEG,KEG,24T,63708.93,KBL NBO F20 - NGONG 7.5T KEG,442.2,0.75,63266.73,14307.265943012211
KBLKSM F24 - NKUBU 7.57 KEG,KEG,24T,82475.32,KBL NBO F20 - NKUBU 7.5T KEG,537.91,0.75,81937.41,15232.55005484189
KSM F24. NYAHUAURU 2.51 KEG,KEG,24T,7.57,KBL NBO F20 - NYAHURURU 14T KEG,357.48,0.6666666666666666,349.91,97.88239901532954
KBLKSM F24- THIKA 7.5T KEG,KEG,7.5T,71992.36,KBL NBO F20 - THIKA 7.5T KEG,682.99,0.8,71309.37,10440.763407956192
F24-kSM-BOMEY - SPINITS - 147 SPIRITS,SPIRITS,24T,31400.43,F24 - BDC - BOMET - Spirits - 14T,352.39,0.6122448979591837,31048.04,8810.704049490621
F24 - KSM- ELDORET- SPIRITS,SPIRITS,24T,29563.32,F24 - BDC - ELDORET - Spirits - 14T,556.97,0.7906976744186046,29006.35,5207.883728028439
F24-KSM-KITHYUKO EG-SPIRITS,SPIRITS,24T,103472.46,F24 - BDC - KITHYUKO EB - Spirits - 14T,775.36,0.7755102040816326,102697.1,13245.086153528684
F24 - KSM- LOKICHOGIO - SPIRITS,SPIRITS,24T,141137.53,F24 - BDC - LOKICHOGIO - Spirits - 14T,884.49,0.8163265306122449,140253.04,15856.939027009916
F24 - KSM- MAKONG- ESPiNnIITS - 147 SPIRITS,SPIRITS,24T,85877.17,F24 - BDC - MAKONGENI - Spirits - 14T,150.66,0.6666666666666666,85726.51,56900.64383379795
F24 - KSM- MAUA EB- SPIRITS,SPIRITS,24T,107513.85,F24 - BDC - MAUA EB - Spirits - 14T,225.09,0.7804878048780488,107288.76000000001,47664.82740237239
KSM F24 - NAIROMI 147 SPIRIT SPIRITS,SPIRITS,24T,74059.42,KBL NBO F20 - nairobi 14T SPIRIT,385.35,0.6666666666666666,73674.06999999999,19118.74140391851
KSM F24 - NAIVASHA 147 SPINIT SPIRITS,SPIRITS,24T,63409.98,KBL NBO F20 - Naivasha 14T SPIRIT,116.96,0.7142857142857143,63293.020000000004,54115.099179206576
KSM F24- NAKUAU LAT SPIRIT SPIRITS,SPIRITS,14T,43504.54,F24 - BDC - NAKURU - Spirits - 14T,149.01,0.64,43355.53,29095.718408160526
F24 - KSM - NAKURU EB - SPIRITS,SPIRITS,24T,41804.54,F24 - BDC - NAKURU EB - Spirits - 14T,149.01,0.8,41655.53,27954.855378833632
F24- KSM. NAKURU . SPIRITS,SPIRITS,24T,41504.54,F24 - BDC - NAKURU - Spirits - 14T,149.01,0.7804878048780488,41355.53,27753.526608952423
F24.KSM- NAROKEB- SPIAITS - 147 SPIRITS,SPIRITS,24T,47033.97,F24 - BDC - NAROK EB - Spirits - 14T,587.26,0.7169811320754716,46446.71,7909.053911385076
KSM F24- NYAHURUAY 147 SPIRIT SPIRITS,SPIRITS,24T,3096.43,KBL NBO F20 - NYAHURURU 14T SPIRIT,568.71,0.6551724137931034,2527.72,444.4655448295264
F24- KS - NYALI- SPIRITS,SPIRITS,24T,172158.85,F24 - BDC - NYALI - Spirits - 14T,714.41,0.7894736842105263,171444.44,23998.04594000644
F24- KSM- RUIRU EG- SPIRITS,SPIRITS,24T,81468.11,F24 - BDC - RUIRU EB - Spirits - 14T,720.74,0.7441860465116279,80747.37,11203.397896606264
