page,raw_line,lane_candidate,lane_clean,matched_lane,ocr_rate,matched_rate,diff
20,"KBL NBO F24 - KANGEMA P/UP SPIRIT SPIRITS NBO MOUNTAIN |KANGEMA £8 Pfup 20,055.76 18,050.18",KBL NBO F24 - KANGEMA P/UP SPIRIT SPIRITS NBO MOUNTAIN,KBL NBO F24  KANGEMA PUP SPIRIT SPIRITS NBO MOUNTAIN,KBL NBO F20  KANGEMA PUP SPIRIT,20055.76,824.25,19231.51
20,"KOLNNO F24 - KAPSABET P/UP SPIRIT SPIRITS NBO niet KAPSADET P/up 53,977.96 48,580.16","KOLNNO F24 - KAPSABET P/UP SPIRIT SPIRITS NBO niet KAPSADET P/up 53,977.96 48,580.16",KOLNNO F24  KAPSABET PUP SPIRIT SPIRITS NBO NIET KAPSADET PUP 5397796 4858016,,53977.96,,
20,"KGL NEO F24 « KARATINA P/UP SPIRIT AUS NBO MOUNTAIN |KARATINA Pfu 23,437.68 20,193.91",KGL NEO F24 « KARATINA P/UP SPIRIT AUS NBO MOUNTAIN,KGL NEO F24  KARATINA PUP SPIRIT AUS NBO MOUNTAIN,KBL NBO F20  KARATINA PUP SPIRIT,23437.68,254.77,23182.91
20,"KBL NBO F24 - KAWANGWARE P/UP SPIRIT SPIRITS NiO NAIROD! |KAWANGWARE P/up 8,299.86 1,469.87",KBL NBO F24 - KAWANGWARE P/UP SPIRIT SPIRITS NiO NAIROD!,KBL NBO F24  KAWANGWARE PUP SPIRIT SPIRITS NIO NAIROD,KBL NBO F20  KAWANGWARE PUP SPIRIT,8299.86,828.43,7471.43
20,"KBL NBO F24 « KERICHO P/UP SPIRIT SPIRITS. NBO RIFT KERICHO Pfu 44,300,77 39,942.69","KBL NBO F24 « KERICHO P/UP SPIRIT SPIRITS. NBO RIFT KERICHO Pfu 44,300,77 39,942.69",KBL NBO F24  KERICHO PUP SPIRIT SPIRITS NBO RIFT KERICHO PFU 4430077 3994269,,39942.69,,
20,"KL NBO F24 « KIAMBU P/UP SPIRIT SPLITS Nao. HAIROBI | KiAMBU P/up 8,299.86 7,069.87",KL NBO F24 « KIAMBU P/UP SPIRIT SPLITS Nao. HAIROBI,KL NBO F24  KIAMBU PUP SPIRIT SPLITS NAO HAIROBI,KBL NBO F20  KIAMBU PUP SPIRIT,8299.86,828.43,7471.43
20,"KBL NBO F24 - KIANYAGA P/UF SPIRIT MOUNTAIN | KIANYAGA Plup 22,463,97 20,217.57",KBL NBO F24 - KIANYAGA P/UF SPIRIT MOUNTAIN,KBL NBO F24  KIANYAGA PUF SPIRIT MOUNTAIN,KBL NBO F20  KIANYAGA PUP SPIRIT,20217.57,581.6,19635.97
20,"KGL NDO F24 - KIDERA P/UP SPIRIT NAMOUL |KIGERA Piup 8,299.86 7,469.87",KGL NDO F24 - KIDERA P/UP SPIRIT NAMOUL,KGL NDO F24  KIDERA PUP SPIRIT NAMOUL,KBL NBO F20  KIBERA PUP SPIRIT,8299.86,828.43,7471.43
20,"KBL NBO F24 « KIBWEZI P/UP SPIRIT COAST KIBWEZ! PJup 34,292.64 30,863.38","KBL NBO F24 « KIBWEZI P/UP SPIRIT COAST KIBWEZ! PJup 34,292.64 30,863.38",KBL NBO F24  KIBWEZI PUP SPIRIT COAST KIBWEZ PJUP 3429264 3086338,KBL NBO F20  KIBWEZI PUP SPIRIT,34292.64,351.67,33940.97
20,"KBL N&O F24- KIKUYU P/UP SPIRIT NAIROBI | kiKUYU P/up 7,684.30 6,915.87",KBL N&O F24- KIKUYU P/UP SPIRIT NAIROBI,KBL NO F24 KIKUYU PUP SPIRIT NAIROBI,KBL NBO F20  KIKUYU PUP SPIRIT,7684.3,869.31,6814.99
20,"KBL NBO £24 - KILIFI P/UP SPIRIT COAST KOLIFL P/up 85,054.71 76,549.24","KBL NBO £24 - KILIFI P/UP SPIRIT COAST KOLIFL P/up 85,054.71 76,549.24",KBL NBO 24  KILIFI PUP SPIRIT COAST KOLIFL PUP 8505471 7654924,KBL NBO F20  KILIFI PUP SPIRIT,85054.71,44.47,85010.24
20,"KBL NBO F24 « KINAMBA P/UP SPIRIT MOUNTAIN | KINAMBA Pfu 40,177,308 36,159.64",KBL NBO F24 « KINAMBA P/UP SPIRIT MOUNTAIN,KBL NBO F24  KINAMBA PUP SPIRIT MOUNTAIN,KBL NBO F20  KINAMBA PUP SPIRIT,36159.64,356.51,35803.13
20,"KB. NBO F24- KU PIRI RUT KIS\I P/up 45,775.50 44,797.95","KB. NBO F24- KU PIRI RUT KIS\I P/up 45,775.50 44,797.95",KB NBO F24 KU PIRI RUT KISI PUP 4577550 4479795,,45775.5,,
20,"KKBBLL NNS8OO FF2244 -- KKIISSUUMMUU APY/OUTPI S PPI/RUIPT SPIKIT SPIRITS NBO LLAakKeE KKIISSUUMMUU AYOTI Pr/us $$99,,001155.,2233 $533,,311133,.77112","KKBBLL NNS8OO FF2244 -- KKIISSUUMMUU APY/OUTPI S PPI/RUIPT SPIKIT SPIRITS NBO LLAakKeE KKIISSUUMMUU AYOTI Pr/us $$99,,001155.,2233 $533,,311133,.77112",KKBBLL NNS8OO FF2244  KKIISSUUMMUU APYOUTPI S PPIRUIPT SPIKIT SPIRITS NBO LLAAKKEE KKIISSUUMMUU AYOTI PRUS 990011552233 53331113377112,,533311133.77,,
20,"KOLINDO P24 - KITALE P/UP SPIRIT SPIRITS NBO RIFT KITALE P/up 64,619.74 58,157.77","KOLINDO P24 - KITALE P/UP SPIRIT SPIRITS NBO RIFT KITALE P/up 64,619.74 58,157.77",KOLINDO P24  KITALE PUP SPIRIT SPIRITS NBO RIFT KITALE PUP 6461974 5815777,,64619.74,,
20,"KGLINBO F24 - KITENGELA P/UP SPIRIT Smits NB NAIROBI | KITENGELA tiueh 2,700.99 5,730.89",KGLINBO F24 - KITENGELA P/UP SPIRIT Smits NB NAIROBI,KGLINBO F24  KITENGELA PUP SPIRIT SMITS NB NAIROBI,KBL NBO F20  KITENGELA PUP SPIRIT,2700.99,258.15,2442.8399999999997
20,"KBLINBO F24 - KITHYUKO 6/UP SPIRIT SPIRITS. NBO COAST KITHYUKO Pup 74,679,495 22,211.54","KBLINBO F24 - KITHYUKO 6/UP SPIRIT SPIRITS. NBO COAST KITHYUKO Pup 74,679,495 22,211.54",KBLINBO F24  KITHYUKO 6UP SPIRIT SPIRITS NBO COAST KITHYUKO PUP 74679495 2221154,,22211.54,,
20,"KBLNBO F24 - LANET P/UP SPii SPIRITS NBO RIFT LANET P/up 30,870.74 27,783.67","KBLNBO F24 - LANET P/UP SPii SPIRITS NBO RIFT LANET P/up 30,870.74 27,783.67",KBLNBO F24  LANET PUP SPII SPIRITS NBO RIFT LANET PUP 3087074 2778367,,30870.74,,
20,"KBLINDO F24 - LANGATA P/UP SPIRIT. SPIRITS INBO_ NAIROD) |LANGATA oy 8,060.17 7,254.15",KBLINDO F24 - LANGATA P/UP SPIRIT. SPIRITS INBO_ NAIROD),KBLINDO F24  LANGATA PUP SPIRIT SPIRITS INBO NAIROD,KBL NBO F20  LANGATA PUP SPIRIT,8060.17,183.85,7876.32
20,"KBLNBO F24 « UIMURU P/UP SPIRIT SPIRITS NBO NAIROBI | LIMURU Pfu 9,743.03 8,768.73",KBLNBO F24 « UIMURU P/UP SPIRIT SPIRITS NBO NAIROBI,KBLNBO F24  UIMURU PUP SPIRIT SPIRITS NBO NAIROBI,KBL NBO F20  LIMURU PUP SPIRIT,9743.03,301.05,9441.980000000001
20,"KEL NBO F24 - LOITOKTOX P/UP SPIRIT MOUNTAIN | LOITOKTOK P/up| 32,552.09 29,296.00",KEL NBO F24 - LOITOKTOX P/UP SPIRIT MOUNTAIN,KEL NBO F24  LOITOKTOX PUP SPIRIT MOUNTAIN,KBL NBO F20  LOITOKTOK PUP SPIRIT,32552.09,875.6,31676.49
20,"KBL NBO F24 - LOKICHOGIO P/UP spirit MOUNTAIN | LOKICHOGIO Pia 129,602.84 116,714.56",KBL NBO F24 - LOKICHOGIO P/UP spirit MOUNTAIN,KBL NBO F24  LOKICHOGIO PUP SPIRIT MOUNTAIN,KBL NBO F20  LOKICHOGIO PUP SPIRIT,129602.84,797.42,128805.42
20,"KGL NBO F24 - MAB P/UP SPIRIT [MAB P/up 6,299.86 7,469.87","KGL NBO F24 - MAB P/UP SPIRIT [MAB P/up 6,299.86 7,469.87",KGL NBO F24  MAB PUP SPIRIT MAB PUP 629986 746987,KBL NBO F20  MAB PUP SPIRIT,6299.86,828.43,5471.429999999999
20,"KBLNBO F24 » MACHAKOS P/UP SPIRIT MACHAKOS PJup 14,771.04 13,293.94","KBLNBO F24 » MACHAKOS P/UP SPIRIT MACHAKOS PJup 14,771.04 13,293.94",KBLNBO F24  MACHAKOS PUP SPIRIT MACHAKOS PJUP 1477104 1329394,KBL NBO F20  MACHAKOS PUP SPIRIT,14771.04,431.67,14339.37
20,"KAL NBO F24 - MAKONGEN! P/UP SPIRIT MOUNTAIN |MAKONGENI Plup 10,751.84 5,676.66",KAL NBO F24 - MAKONGEN! P/UP SPIRIT MOUNTAIN,KAL NBO F24  MAKONGEN PUP SPIRIT MOUNTAIN,KBL NBO F20  MAKONGENI PUP SPIRIT,10751.84,330.45,10421.39
20,"KB\_NBO F24 - MALIND! P/UP SPIRIT [SPIRITS MALINDI P/up 91,458.91 42,313.02","KB\_NBO F24 - MALIND! P/UP SPIRIT [SPIRITS MALINDI P/up 91,458.91 42,313.02",KBNBO F24  MALIND PUP SPIRIT SPIRITS MALINDI PUP 9145891 4231302,,91458.91,,
20,"KBLNBO F24« MARALALP/UP SPIRIT SPIRITS MOUNTAIN |MARALAL Fup] $4,801.23 49,921.11",KBLNBO F24« MARALALP/UP SPIRIT SPIRITS MOUNTAIN,KBLNBO F24 MARALALPUP SPIRIT SPIRITS MOUNTAIN,KBL NBO F20  MARALAL PUP SPIRIT,4801.23,278.8,4522.429999999999
20,"KBLNBO F24 - MAUA P/UP SPIRIT SPIRIT NBO MOUNTAIN |MAUA Plu 44,300.79 39,942.69",KBLNBO F24 - MAUA P/UP SPIRIT SPIRIT NBO MOUNTAIN,KBLNBO F24  MAUA PUP SPIRIT SPIRIT NBO MOUNTAIN,KBL NBO F20  MAUA PUP SPIRIT,44300.79,645.69,43655.1
20,"KML NBO F24 - MEMORIAL P/UP SPIRIT SPIRITS NBO RIFT MEMOMUAL Pestt 7,684.30 6,915.87","KML NBO F24 - MEMORIAL P/UP SPIRIT SPIRITS NBO RIFT MEMOMUAL Pestt 7,684.30 6,915.87",KML NBO F24  MEMORIAL PUP SPIRIT SPIRITS NBO RIFT MEMOMUAL PESTT 768430 691587,,7684.3,,
20,"KGL NBO F24 - MERU P/UP SPIRIT SPIRITS NBO MOUNTAIN [MERU Piup 36,954.79 33,289.31","KGL NBO F24 - MERU P/UP SPIRIT SPIRITS NBO MOUNTAIN [MERU Piup 36,954.79 33,289.31",KGL NBO F24  MERU PUP SPIRIT SPIRITS NBO MOUNTAIN MERU PIUP 3695479 3328931,,36954.79,,
20,"KEL NBO F24 « MIGORI P/UP SPIRIT SPIRITS NBO LAKE MIGOAI Piet 32,972,43 28,675.19","KEL NBO F24 « MIGORI P/UP SPIRIT SPIRITS NBO LAKE MIGOAI Piet 32,972,43 28,675.19",KEL NBO F24  MIGORI PUP SPIRIT SPIRITS NBO LAKE MIGOAI PIET 3297243 2867519,,28675.19,,
20,"KEL NBO F24 - MOMBASA P/UP SPIRIT SPIRITS NBO COAST MOMBASA Pio 79,812.46 71,831,214","KEL NBO F24 - MOMBASA P/UP SPIRIT SPIRITS NBO COAST MOMBASA Pio 79,812.46 71,831,214",KEL NBO F24  MOMBASA PUP SPIRIT SPIRITS NBO COAST MOMBASA PIO 7981246 71831214,,79812.46,,
20,"KOL NBO F24 . MTONGWE P/UP SPIRIT SPIRITS NBO COAST MTONGWE P/up 79,323.02 71,391.44","KOL NBO F24 . MTONGWE P/UP SPIRIT SPIRITS NBO COAST MTONGWE P/up 79,323.02 71,391.44",KOL NBO F24  MTONGWE PUP SPIRIT SPIRITS NBO COAST MTONGWE PUP 7932302 7139144,,79323.02,,
20,"KEL NOG F24 - MURANGA P/UP SPIRIT SPIRITS Nho IN |MURANG'A P/up 15,695.78 14,226.20",KEL NOG F24 - MURANGA P/UP SPIRIT SPIRITS Nho IN,KEL NOG F24  MURANGA PUP SPIRIT SPIRITS NHO IN,KBL NBO F20  MURANGA PUP SPIRIT,15695.78,375.28,15320.5
20,"KEL NBO F24- MUTOMO P/UP SPIRIT Pin) NBO MOUNTAIN |MUTOMO Phu 39,236, 35,312.99",KEL NBO F24- MUTOMO P/UP SPIRIT Pin) NBO MOUNTAIN,KEL NBO F24 MUTOMO PUP SPIRIT PIN NBO MOUNTAIN,KBL NBO F20  MUTOMO PUP SPIRIT,35312.99,396.59,34916.4
20,"KBL NBO F24 - MWIKI P/UP SPIRIT SPIRITS N&O NAIKOD! [Miki P/up 6,299.86 1,403.07","KBL NBO F24 - MWIKI P/UP SPIRIT SPIRITS N&O NAIKOD! [Miki P/up 6,299.86 1,403.07",KBL NBO F24  MWIKI PUP SPIRIT SPIRITS NO NAIKOD MIKI PUP 629986 140307,,6299.86,,
20,"KEL NGO F24 - MWINGI P/UP SPidT SPIRITS NBO COAST MWINGI ey __ 26,322.87 24,230.58","KEL NGO F24 - MWINGI P/UP SPidT SPIRITS NBO COAST MWINGI ey __ 26,322.87 24,230.58",KEL NGO F24  MWINGI PUP SPIDT SPIRITS NBO COAST MWINGI EY  2632287 2423058,,26322.87,,
20,"KOL N00 F24- NAIROG! P/UP SPIRIT SPIRITS NBO NAIROBI | NAIROD! PJup 7,684.30 6,915.87",KOL N00 F24- NAIROG! P/UP SPIRIT SPIRITS NBO NAIROBI,KOL N00 F24 NAIROG PUP SPIRIT SPIRITS NBO NAIROBI,KBL NBO F20  NAIROBI PUP SPIRIT,7684.3,869.31,6814.99
20,"KEL NBO F24 » NAIROBI THT P/UP SPIRIT SPLITS. NBO NAIROBI | NAIROBI THT Pu 7,684.30 6,915.87",KEL NBO F24 » NAIROBI THT P/UP SPIRIT SPLITS. NBO NAIROBI,KEL NBO F24  NAIROBI THT PUP SPIRIT SPLITS NBO NAIROBI,KBL NBO F20  NAIROBI THT PUP SPIRIT,7684.3,869.31,6814.99
20,"KELNNG F24 - NAIVASHA P/UP SPIfIT SPIRITS NBO AFT NAIVASHA Pjup 19,593.98 17,534.05","KELNNG F24 - NAIVASHA P/UP SPIfIT SPIRITS NBO AFT NAIVASHA Pjup 19,593.98 17,534.05",KELNNG F24  NAIVASHA PUP SPIFIT SPIRITS NBO AFT NAIVASHA PJUP 1959398 1753405,,19593.98,,
20,"KEL NBO F24 - NAKURU P/UP SPIRIT SPIRITS N fu NAKURU 7a 29,443.32 26,490.99","KEL NBO F24 - NAKURU P/UP SPIRIT SPIRITS N fu NAKURU 7a 29,443.32 26,490.99",KEL NBO F24  NAKURU PUP SPIRIT SPIRITS N FU NAKURU 7A 2944332 2649099,,29443.32,,
20,"KELSO F24. NANYUK! P/UP SPIRIT SPIRITS NBO MOUNTAIN | NANYUKI Pu 31,965.95 28,768.82",KELSO F24. NANYUK! P/UP SPIRIT SPIRITS NBO MOUNTAIN,KELSO F24 NANYUK PUP SPIRIT SPIRITS NBO MOUNTAIN,KBL NBO F20  NANYUKI PUP SPIRIT,31965.95,976.89,30989.06
20,"KOLNDO F24 - NAROK P/UP SPIRIT SPIRITS NBO AFT NAROK Plup 26,781.18 24,103.06","KOLNDO F24 - NAROK P/UP SPIRIT SPIRITS NBO AFT NAROK Plup 26,781.18 24,103.06",KOLNDO F24  NAROK PUP SPIRIT SPIRITS NBO AFT NAROK PLUP 2678118 2410306,,26781.18,,
20,"KELNBO F24 - NGARA P/UP SPIRIT SPIRITS Nho NAIROM [NGARA EB P/u 8,259.86 1,469.87","KELNBO F24 - NGARA P/UP SPIRIT SPIRITS Nho NAIROM [NGARA EB P/u 8,259.86 1,469.87",KELNBO F24  NGARA PUP SPIRIT SPIRITS NHO NAIROM NGARA EB PU 825986 146987,,8259.86,,
20,"KBLNBO F24 - NIORO P/UP SPIRIT SPIRITS NBO fe. MORO P/u 32,245.58 29,021.02","KBLNBO F24 - NIORO P/UP SPIRIT SPIRITS NBO fe. MORO P/u 32,245.58 29,021.02",KBLNBO F24  NIORO PUP SPIRIT SPIRITS NBO FE MORO PU 3224558 2902102,,32245.58,,
20,"KEL NSO F24- NKUBU P/UP SPIRIT SPIRITS NBO MOUNTAIN |NKUBU Pju 44,853.10 31,367.79",KEL NSO F24- NKUBU P/UP SPIRIT SPIRITS NBO MOUNTAIN,KEL NSO F24 NKUBU PUP SPIRIT SPIRITS NBO MOUNTAIN,KBL NBO F20  NKUBU PUP SPIRIT,44853.1,923.57,43929.53
20,"KBL NO F24 . INDUSTRIAL AREA P/UP SPIRIT SPIRITS NAIROBI |NRBINDUST AREA Pup} 8,299.46 7,469.87",KBL NO F24 . INDUSTRIAL AREA P/UP SPIRIT SPIRITS NAIROBI,KBL NO F24  INDUSTRIAL AREA PUP SPIRIT SPIRITS NAIROBI,KBL NBO F20  INDUSTRIAL AREA PUP SPIRIT,8299.46,828.43,7471.029999999999
20,"KUL NGO F24 - NRB JERICHO P/UP SPIRIT SPIRITS NBO NAIROBI |NRB JERICHO EB Pu 8,299.96 7,469.87",KUL NGO F24 - NRB JERICHO P/UP SPIRIT SPIRITS NBO NAIROBI,KUL NGO F24  NRB JERICHO PUP SPIRIT SPIRITS NBO NAIROBI,KBL NBO F20  NRB JERICHO PUP SPIRIT,8299.96,828.43,7471.529999999999
20,"KBL NBO F24 « SHAURI MOYO P/UP SPIRIT SPURT Nao NAIROBI __|NRB SHRI MOYO EB P/u 7,664.30 6,925.87",KBL NBO F24 « SHAURI MOYO P/UP SPIRIT SPURT Nao NAIROBI __,KBL NBO F24  SHAURI MOYO PUP SPIRIT SPURT NAO NAIROBI ,KBL NBO F20  SHAURI MOYO PUP SPIRIT,7664.3,869.31,6794.99
20,"KBL N&O F24- NYALI P/UP SPIRIT SPIRITS Noo SOAST NYALI P/u 79,946.91 71,952.22","KBL N&O F24- NYALI P/UP SPIRIT SPIRITS Noo SOAST NYALI P/u 79,946.91 71,952.22",KBL NO F24 NYALI PUP SPIRIT SPIRITS NOO SOAST NYALI PU 7994691 7195222,,79946.91,,
20,"KIL NO F24- NYERI P/UP SPIT SPIRITS NBG MOUNTAIN |NYERI Pda 26,220.72 23,598.65",KIL NO F24- NYERI P/UP SPIT SPIRITS NBG MOUNTAIN,KIL NO F24 NYERI PUP SPIT SPIRITS NBG MOUNTAIN,KBL NBO F20  NYERI PUP SPIRIT,26220.72,115.02,26105.7
21,"KEL NBO F24 - PIPELINE P/UP SPIRIT SPIRITS NBO NAIROBI! _| PIPELINE Pap 7,684.30 6,915.87",KEL NBO F24 - PIPELINE P/UP SPIRIT SPIRITS NBO NAIROBI! _,KEL NBO F24  PIPELINE PUP SPIRIT SPIRITS NBO NAIROBI ,KBL NBO F20  PIPELINE PUP SPIRIT,7684.3,869.31,6814.99
21,"KOL NBO F24- RUIAU P/UP SPIRIT SPIRITS Nao MOUNTAIN |RUIRU P/up 9,279.86 2,951.87",KOL NBO F24- RUIAU P/UP SPIRIT SPIRITS Nao MOUNTAIN,KOL NBO F24 RUIAU PUP SPIRIT SPIRITS NAO MOUNTAIN,KBL NBO F20  RUIRU PUP SPIRIT,9279.86,828.43,8451.43
21,"KBLNBO F24 - TALA P/UP SPIRIT SPIRITS Nao COAST [TALIA P/up 19,761.52 17,785.37","KBLNBO F24 - TALA P/UP SPIRIT SPIRITS Nao COAST [TALIA P/up 19,761.52 17,785.37",KBLNBO F24  TALA PUP SPIRIT SPIRITS NAO COAST TALIA PUP 1976152 1778537,,19761.52,,
21,"KGL NBO F24. TAVETA P/UP SPIRIT SPIRITS NBO COAST __|TAVETA P/up| 56,852.83 51,149.53",KGL NBO F24. TAVETA P/UP SPIRIT SPIRITS NBO COAST __,KGL NBO F24 TAVETA PUP SPIRIT SPIRITS NBO COAST ,KBL NBO F20  TAVETA PUP SPIRIT,56852.83,50.45,56802.380000000005
21,"KGLNGO F24- UKUNDAP/UPSPIRIT SPIAIT Nag COAST ___|UKUNDA P/up 84,736.69 76,263.02",KGLNGO F24- UKUNDAP/UPSPIRIT SPIAIT Nag COAST ___,KGLNGO F24 UKUNDAPUPSPIRIT SPIAIT NAG COAST ,KBL NBO F20  UKUNDA PUP SPIRIT,84736.69,2.79,84733.90000000001
21,"KELNBO F24- UMDIA P/UP SPIRIT SPIRITS NBO NAIROBI _|UMOIAEB Pu 8,299.06 7,469.87",KELNBO F24- UMDIA P/UP SPIRIT SPIRITS NBO NAIROBI _,KELNBO F24 UMDIA PUP SPIRIT SPIRITS NBO NAIROBI ,,8299.06,,
21,"KUL NO F24- UTHIRU P/UP SPIRIT SPIRITS N&O NAG! [UTHInU Plup 9,299.86 7,469.87","KUL NO F24- UTHIRU P/UP SPIRIT SPIRITS N&O NAG! [UTHInU Plup 9,299.86 7,469.87",KUL NO F24 UTHIRU PUP SPIRIT SPIRITS NO NAG UTHINU PLUP 929986 746987,,9299.86,,
21,"KGL NGO F24 VO! P/UP SPIRIT Shuts Nao COAST _|VOI P/up 56,356.48 50,7089",KGL NGO F24 VO! P/UP SPIRIT Shuts Nao COAST _,KGL NGO F24 VO PUP SPIRIT SHUTS NAO COAST ,KBL NBO F20  VOI PUP SPIRIT,56356.48,865.8,55490.68
21,"KOL NBO F24 » WOTE F/UP SPIRIT SPURS Noo COAST [wore P/up 31,825.24 28,642.72","KOL NBO F24 » WOTE F/UP SPIRIT SPURS Noo COAST [wore P/up 31,825.24 28,642.72",KOL NBO F24  WOTE FUP SPIRIT SPURS NOO COAST WORE PUP 3182524 2864272,,31825.24,,
21,"KGL NGO F24 - WUNDANYI P/UP SPIRIT SPIRITS NBO COAST _ |WUNDANYI P/u 61,536.52 $5,352.86",KGL NGO F24 - WUNDANYI P/UP SPIRIT SPIRITS NBO COAST _,KGL NGO F24  WUNDANYI PUP SPIRIT SPIRITS NBO COAST ,KBL NBO F20  WUNDANYI PUP SPIRIT,61536.52,51.02,61485.5
21,"F24-KSM-ATHIA-I BVEEERR - 147 BEER iM NAIROg! TATHIRIVER lat 80,255.53 72,229.38",F24-KSM-ATHIA-I BVEEERR - 147 BEER,F24KSMATHIAI BVEEERR  147 BEER,,80255.53,,
21,"F24-KSM-BOMET- BEER. 147 a ‘SM. RIFT SOMET 1aT 31,473.83 28,326.4",F24-KSM-BOMET- BEER,F24KSMBOMET BEER,F24 BDC BOMET  BEER  PUP,31473.83,434.88,31038.95
21,"KOLKSM £24 - DUNGOM14A7 OLER BEER [KSM RIFT BUNGOMA tar 27,005.36 25,024.82","KOLKSM £24 - DUNGOM14A7 OLER BEER [KSM RIFT BUNGOMA tar 27,005.36 25,024.82",KOLKSM 24  DUNGOM14A7 OLER BEER KSM RIFT BUNGOMA TAR 2700536 2502482,,27005.36,,
21,"KOUKSM F24- BURUGURU 147 BEER URUBURU 147 77,224.30 65,501.87",KOUKSM F24- BURUGURU 147 BEER,KOUKSM F24 BURUGURU 147 BEER,KBL NBO F20  BURUBURU 14T BEER,77224.3,742.53,76481.77
21,"F24 -KSM -BURUBUAU. BEEA- 14T BURUBURU 147 77,224.30 69,301.87","F24 -KSM -BURUBUAU. BEEA- 14T BURUBURU 147 77,224.30 69,301.87",F24 KSM BURUBUAU BEEA 14T BURUBURU 147 7722430 6930187,,77224.3,,
21,"KNLKSM F20- DUSIA 147 BEER HUSIA lat 33,690.95 28,521.86",KNLKSM F20- DUSIA 147 BEER,KNLKSM F20 DUSIA 147 BEER,KBL NBO F20  BUSIA 14T BEER,33690.95,349.58,33341.369999999995
21,"KBLKSM F24. DAGORETTI CORNER 147 GEER DAGORETTI CORNER 1a 73,583.69 86,225.52","KBLKSM F24. DAGORETTI CORNER 147 GEER DAGORETTI CORNER 1a 73,583.69 86,225.52",KBLKSM F24 DAGORETTI CORNER 147 GEER DAGORETTI CORNER 1A 7358369 8622552,,73583.69,,
21,"F24 -KSM -DAGORETTI COANER- BEEN - 14t DAGORETTI CORNER tat 73,583,69 66,223.52","F24 -KSM -DAGORETTI COANER- BEEN - 14t DAGORETTI CORNER tat 73,583,69 66,223.52",F24 KSM DAGORETTI COANER BEEN  14T DAGORETTI CORNER TAT 7358369 6622352,,66223.52,,
21,"F2d-KSM -DIANI- BEER- 14T 1A lat 177,192.42 159,473.18","F2d-KSM -DIANI- BEER- 14T 1A lat 177,192.42 159,473.18",F2DKSM DIANI BEER 14T 1A LAT 17719242 15947318,,177192.42,,
21,"KGL KSM F24. ELOORET 147 BEER ELDORET iat 34,004, 38 30,603.94",KGL KSM F24. ELOORET 147 BEER,KGL KSM F24 ELOORET 147 BEER,KBL NBO F20  ELDORET 14T BEER,30603.94,990.52,29613.42
21,"KEL KSM F24- ELOORET THT 147 DEER ELDORET THT 147 34,004.38 30,603.94","KEL KSM F24- ELOORET THT 147 DEER ELDORET THT 147 34,004.38 30,603.94",KEL KSM F24 ELOORET THT 147 DEER ELDORET THT 147 3400438 3060394,,34004.38,,
21,"F24-KSM -EMALI- BEER- 14T «MAL 1a 99,157.61 83,241.85",F24-KSM -EMALI- BEER,F24KSM EMALI BEER,F24 BDC EMALI  BEER  PUP,99157.61,850.93,98306.68000000001
21,"F24-KSM-GAT-U NBEDEUR 147 BEER ks MOUNTAIN |GATUNDU ut 74,316.53 65,884.80",F24-KSM-GAT-U NBEDEUR 147 BEER,F24KSMGATU NBEDEUR 147 BEER,KBL NBO F20  GATUNDU 14T BEER,74316.53,458.86,73857.67
21,"F2d -K5M -GIKOMBA - BEER - 14T BEER xs NAIROnt A ut 74,683.95 67,215.56","F2d -K5M -GIKOMBA - BEER - 14T BEER xs NAIROnt A ut 74,683.95 67,215.56",F2D K5M GIKOMBA  BEER  14T BEER XS NAIRONT A UT 7468395 6721556,,74683.95,,
21,"BEER KSM RIFT TTEN uaT 41,254.98 9.40","BEER KSM RIFT TTEN uaT 41,254.98 9.40",BEER KSM RIFT TTEN UAT 4125498 940,,41254.98,,
21,"F24--KSM-KAREN THT -AEER14T ER KM NAIROD! [KAREN THT 14T 72,663.13 65,396.82","F24--KSM-KAREN THT -AEER14T ER KM NAIROD! [KAREN THT 14T 72,663.13 65,396.82",F24KSMKAREN THT AEER14T ER KM NAIROD KAREN THT 14T 7266313 6539682,,72663.13,,
21,"KBLKSMF24-KERICH[OBLEGETRB EERKSI het 1aT 25,239.56 22,715.60","KBLKSMF24-KERICH[OBLEGETRB EERKSI het 1aT 25,239.56 22,715.60",KBLKSMF24KERICHOBLEGETRB EERKSI HET 1AT 2523956 2271560,,25239.56,,
21,"KBL KSM F24- KISII 147 BEER KS RIFT xsi 147 33,031.40 7,920.26",KBL KSM F24- KISII 147 BEER,KBL KSM F24 KISII 147 BEER,KBL NBO F20  KISII 14T BEER,33031.4,462.18,32569.22
21,"KOLKSM F24- KISUMU 347 BEER BEER KSM LAKE KISUMU 347 10,764.17 9,687.75",KOLKSM F24- KISUMU 347 BEER,KOLKSM F24 KISUMU 347 BEER,KBL NBO F20  KISUMU 75T BEER,10764.17,886.35,9877.82
21,"XBL KSM F24- KISUMU AYOTI 147 BEER BEER KS KISUMU AYOTI iat 11,744.17 10,569.75",XBL KSM F24- KISUMU AYOTI 147 BEER,XBL KSM F24 KISUMU AYOTI 147 BEER,KBL NBO F20  KISUMU AYOTI 14T BEER,11744.17,993.59,10750.58
21,"KBLKSM F24~ KITALE 147 BEER BEER KM KITALE iat 41,785.92 73","KBLKSM F24~ KITALE 147 BEER BEER KM KITALE iat 41,785.92 73",KBLKSM F24 KITALE 147 BEER BEER KM KITALE IAT 4178592 73,,41785.92,,
