page,raw_line,lane_candidate,lane_clean,matched_lane,ocr_rate,matched_rate,diff
14,"OL NBO F24 - EMBU 30T KEG KEG NbO MOUNTAIN JEMBU Ao} A2,026,67 37,824.00 4,202.67",OL NBO F24 - EMBU 30T KEG,OL NBO F24  EMBU 30T KEG,KBL NBO F20  EMBU 30T KEG,37824.0,26.67,37797.33
14,"KOL NBO F24 « GILGIL 30T KEG KEG NEO MOUNTAIN [GILGIL 307, 56,861.64 51,173.66 5,686.18","KOL NBO F24 « GILGIL 30T KEG KEG NEO MOUNTAIN [GILGIL 307, 56,861.64 51,173.66 5,686.18",KOL NBO F24  GILGIL 30T KEG KEG NEO MOUNTAIN GILGIL 307 5686164 5117366 568618,,56861.64,,
14,"KBL NBO F24 - GITHURAI30T KEG KtG NBO NAIROBI GITHURAL zor 20,148.07 18,393.26 2,014.81",KBL NBO F24 - GITHURAI30T KEG,KBL NBO F24  GITHURAI30T KEG,KBL NBO F20  GITHURAI 30T KEG,20148.07,918.44,19229.63
14,"KBL NBO F24 ~ HOLA 407 KEG KEG NBO COAST Hola 30T 182,729.42 164,456.48 18,272.94","KBL NBO F24 ~ HOLA 407 KEG KEG NBO COAST Hola 30T 182,729.42 164,456.48 18,272.94",KBL NBO F24  HOLA 407 KEG KEG NBO COAST HOLA 30T 18272942 16445648 1827294,,182729.42,,
14,"KGL NNO F2A - IKUTHA JOT KEG KEG NBO MOUNTAIN [IKUTHA 30T 94,440.33 84,996.30 9,444.03","KGL NNO F2A - IKUTHA JOT KEG KEG NBO MOUNTAIN [IKUTHA 30T 94,440.33 84,996.30 9,444.03",KGL NNO F2A  IKUTHA JOT KEG KEG NBO MOUNTAIN IKUTHA 30T 9444033 8499630 944403,,94440.33,,
14,"KBL NBO F24 « JUJA 30T KEG KEG NBO MOUNTAIN | Juja 307 20,040.77 18,036,69 2,004.08",KBL NBO F24 « JUJA 30T KEG KEG NBO MOUNTAIN,KBL NBO F24  JUJA 30T KEG KEG NBO MOUNTAIN,KBL NBO F20  JUJA 30T KEG,20040.77,808.95,19231.82
14,"KGL NBO F24 - KAGIO 30T KEG ‘KEG NBO MOUNTAIN [Kagio sor 46,688.00 42,019.20 4,668.50",KGL NBO F24 - KAGIO 30T KEG,KGL NBO F24  KAGIO 30T KEG,KBL NBO F20  KAGIO 30T KEG,46688.0,273.1,46414.9
14,"KBL NBO F24 « KAHURO 30T KEG KEG NEO MOUNTAIN | Kahuro 30T $1,957.05 46,761.35 $195.71",KBL NBO F24 « KAHURO 30T KEG KEG NEO MOUNTAIN,KBL NBO F24  KAHURO 30T KEG KEG NEO MOUNTAIN,KBL NBO F20  KAHURO 30T KEG,1957.05,376.58,1580.47
14,"KBL NBO F24 » KANGARI 30T KEG KEG NBO MOUNTAIN |KANGAMI 307 37,975.19 34,177,67 3,797.52",KBL NBO F24 » KANGARI 30T KEG KEG NBO MOUNTAIN,KBL NBO F24  KANGARI 30T KEG KEG NBO MOUNTAIN,KBL NBO F20  KANGARI 30T KEG,37975.19,109.38,37865.810000000005
14,"KBL NBO F24 - KANGEMA SOT KEG KEG NBO MOUNTAIN [Kangema 30T 44,976.17 40,478.55 4,497.62",KBL NBO F24 - KANGEMA SOT KEG,KBL NBO F24  KANGEMA SOT KEG,KBL NBO F20  KANGEMA 75T KEG,44976.17,944.83,44031.34
14,"SL_NBO F24 - KAPSABET 30T KEG KEG NBO RIFT Kapiabet aor 125,744.63 113,170.17 12,574.46",SL_NBO F24 - KAPSABET 30T KEG,SLNBO F24  KAPSABET 30T KEG,KBL NBO F20  KAPSABET 30T KEG,125744.63,315.67,125428.96
14,"KBL NBO F24 - KARATINA 307 ki KEG Nao MOUNTAIN | KAAAT! 307) 58,504.35 $2,653.92 5,850.44",KBL NBO F24 - KARATINA 307 ki KEG,KBL NBO F24  KARATINA 307 KI KEG,KBL NBO F20  KARATINA 30T KEG,58504.35,57.5,58446.85
14,"KAL NBO F24 - KERICHO 307 KEG KEG NBO RIFT KERICHO jor 104,799.17 94,519.25 10,479.92",KAL NBO F24 - KERICHO 307 KEG,KAL NBO F24  KERICHO 307 KEG,KBL NBO F20  KERICHO 30T KEG,104799.17,978.2,103820.97
14,"KBL NBO F24 - KEMUGOYA KEG KEG Nao Mi ‘AIN | Kerugoya 30T 41,486.87 37,338.18 AA48.69 |",KBL NBO F24 - KEMUGOYA KEG,KBL NBO F24  KEMUGOYA KEG,KBL NBO F20  KERUGOYA 75T KEG,41486.87,950.0,40536.87
14,"KGL NO F24 - KIAMBU 30T KEG KEG Ngo NAIROBI | Kiambu 30T 39,168,097 17,251.26 1,916.81",KGL NO F24 - KIAMBU 30T KEG,KGL NO F24  KIAMBU 30T KEG,KBL NBO F20  KIAMBU 30T KEG,17251.26,918.44,16332.819999999998
14,"KL NBO F24 - KIANYAGA 30T KEG KEG NBO MOUNTAIN | Kianyaga 30T 56,071.17 $0,464.05 5,607,312",KL NBO F24 - KIANYAGA 30T KEG,KL NBO F24  KIANYAGA 30T KEG,KBL NBO F20  KIANYAGA 30T KEG,56071.17,574.66,55496.509999999995
14,"KBL NGO F24 - KIBERA JOT KEG KEG NAO NAIROBI [Kikera 307) 20,146.07 18,133.26 2,014.81",KBL NGO F24 - KIBERA JOT KEG,KBL NGO F24  KIBERA JOT KEG,KBL NBO F20  KIBERA 75T KEG,20146.07,753.36,19392.71
14,"KGL NBO F24 - KIBWEZI30T KEG Go NBO [COAST KIBWEZI Mi 80,510.65 92,929.39 3,081.07",KGL NBO F24 - KIBWEZI30T KEG,KGL NBO F24  KIBWEZI30T KEG,KBL NBO F20  KIBWEZI 30T KEG,80510.65,331.29,80179.36
14,"KGL NBO F24 - KIKUYU 307 KEG KEG NBO peewee Kikyyw 30T 26,658.37 23,992.53 2,665.84",KGL NBO F24 - KIKUYU 307 KEG,KGL NBO F24  KIKUYU 307 KEG,KBL NBO F20  KIKUYU 30T KEG,26658.37,561.6,26096.77
14,"KGL NBO 24 - KILL JOT KEG KEG NBO COAST KIUF! 307) 201,043.17 180,938.85 30,104.32","KGL NBO 24 - KILL JOT KEG KEG NBO COAST KIUF! 307) 201,043.17 180,938.85 30,104.32",KGL NBO 24  KILL JOT KEG KEG NBO COAST KIUF 307 20104317 18093885 3010432,,201043.17,,
14,"KOL NBO F24 - KINAMBA 30T KEG KEG NBO [MOUNTAIN | KINAMBA aot 96,956.15 87,258,74 9,695.42",KOL NBO F24 - KINAMBA 30T KEG,KOL NBO F24  KINAMBA 30T KEG,KBL NBO F20  KINAMBA 30T KEG,96956.15,291.99,96664.15999999999
14,"KEL NAO F24 - KIAITIU BOT KEG KEG INTAIN | KIRITIAL 30T 4,608.9 58,148.03 6,460.89",KEL NAO F24 - KIAITIU BOT KEG,KEL NAO F24  KIAITIU BOT KEG,KBL NBO F20  KITUI 75T KEG,58148.03,184.79,57963.24
14,"KOL NBO F24 - KISH 30T KEG JeEG KISIL aot, 219,237.53 107,313.78 11,923,75",KOL NBO F24 - KISH 30T KEG,KOL NBO F24  KISH 30T KEG,KBL NBO F20  KISII 30T KEG,219237.53,409.7,218827.83
14,"KBL NBO F24 - KISUMU 30T KEG KEG Kisumu 30T 136,340.26 123,246.23 13,694.03",KBL NBO F24 - KISUMU 30T KEG,KBL NBO F24  KISUMU 30T KEG,KBL NBO F20  KISUMU 30T KEG,136340.26,279.26,136061.0
14,"KBL NBO F24 - KITALE JOT KEG KEG KITALE 30T| 92,715.22 83,443.70 9,271.52 |",KBL NBO F24 - KITALE JOT KEG,KBL NBO F24  KITALE JOT KEG,KBL NBO F20  KITALE 75T KEG,92715.22,213.01,92502.21
14,"KBL.NBO F24 - KITENGELA 30T KEG MOUNTAIN | Kitengela jor 28,117.98 25,306.) 2,811.80",KBL.NBO F24 - KITENGELA 30T KEG,KBLNBO F24  KITENGELA 30T KEG,KBL NBO F20  KITENGELA 30T KEG,28117.98,51.0,28066.98
14,"KBL NBO F24 - KITHYUKO 30T KEG KEG COAST KITHYUKO 30T 58,325.43 52,492.89 5,832.54",KBL NBO F24 - KITHYUKO 30T KEG,KBL NBO F24  KITHYUKO 30T KEG,KBL NBO F20  KITHYUKO 30T KEG,58325.43,874.92,57450.51
14,"KBL NBO F24 - LIMUAU 30T KEG kiG NAIROBI UMURU aor 23,743.62 21,369.26 2.974.36",KBL NBO F24 - LIMUAU 30T KEG,KBL NBO F24  LIMUAU 30T KEG,KBL NBO F20  LIMURU 30T KEG,23743.62,587.37,23156.25
14,"KBL NBO F24 - MACHAK T KEG KEG NBO |coast MACHAKOS 30T 35,042.89 33,539.60 3,504.29",KBL NBO F24 - MACHAK T KEG,KBL NBO F24  MACHAK T KEG,KBL NBO F20  MACHAKOS 75T KEG,35042.89,40.35,35002.54
14,"KBL NBO F24 - MARSABIT 30T KEG KiG Ngo MOUNTAIN |MARsARIT 30oT 200,376.83 80,339.15 20,037.68",KBL NBO F24 - MARSABIT 30T KEG,KBL NBO F24  MARSABIT 30T KEG,KBL NBO F20  MARSABIT 30T KEG,200376.83,43.35,200333.47999999998
14,"KBL NBO F24 - MATHARE JOT KEG KEG NBO OUNTAIN |MATHARE 30T 20,148.07 18,133.26 2,014.81",KBL NBO F24 - MATHARE JOT KEG,KBL NBO F24  MATHARE JOT KEG,KBL NBO F20  MATHARE 75T KEG,20148.07,753.36,19394.71
14,"KAL NOO F24- MATUU 30T KEG KEG NBO COAST MATUU 40 45,618.81 41,056.95 4,562.08",KAL NOO F24- MATUU 30T KEG,KAL NOO F24 MATUU 30T KEG,KBL NBO F20  MATUU 30T KEG,45618.81,908.99,44709.82
14,"KBL NBO F24 « MAUA 30T KEG KEG NBO MOUNTAIN |MAUA 307 109,538.23 98,995.41 10,399.82",KBL NBO F24 « MAUA 30T KEG KEG NBO MOUNTAIN,KBL NBO F24  MAUA 30T KEG KEG NBO MOUNTAIN,KBL NBO F20  MAUA 30T KEG,109538.23,602.28,108935.95
14,"KBLNBO F24 - MLOLONGO 30T KEG MLOLONGO 39f 21,681.46 19,5133 2,168.15",KBLNBO F24 - MLOLONGO 30T KEG,KBLNBO F24  MLOLONGO 30T KEG,KBL NBO F20  MLOLONGO 30T KEG,21681.46,483.13,21198.329999999998
14,"KBL NBO F24 - MURANGA So a 30T 39,628.00 35,845.20 3,382.80","KBL NBO F24 - MURANGA So a 30T 39,628.00 35,845.20 3,382.80",KBL NBO F24  MURANGA SO A 30T 3962800 3584520 338280,KBL NBO F20  MURANGA 30T KEG,39628.0,268.9,39359.1
14,"KBLNBO F24 - MWATATE 307 KEG | MWATATE yo 137,243.00 124,518.70 13,724.30",KBLNBO F24 - MWATATE 307 KEG,KBLNBO F24  MWATATE 307 KEG,KBL NBO F20  MWATATE 30T KEG,137243.0,905.86,136337.14
14,"KBL NBO F24 « MWINGI 30T KEG MWINGL 307 35,916.79 32,325.11 3,591.68","KBL NBO F24 « MWINGI 30T KEG MWINGL 307 35,916.79 32,325.11 3,591.68",KBL NBO F24  MWINGI 30T KEG MWINGL 307 3591679 3232511 359168,,35916.79,,
14,"KBL NBO F24 - NAIVASHA 30T KEG NAIVASHA, 307 39,301.83 35,191.65 3,910.48",KBL NBO F24 - NAIVASHA 30T KEG,KBL NBO F24  NAIVASHA 30T KEG,KBL NBO F20  NAIVASHA 30T KEG,39301.83,259.01,39042.82
14,"KBL NBO F24 - NAKURU 30T KEG NAKURU Bi 70,194.24 63,174.82 7,019.42",KBL NBO F24 - NAKURU 30T KEG,KBL NBO F24  NAKURU 30T KEG,KBL NBO F20  NAKURU 30T KEG,70194.24,985.96,69208.28
14,"KBL.NBO F24 . NANYUKISOT KEG MOUNTAIN |NANYUKE 30T 80,494.63 72,045,17 8,049.46",KBL.NBO F24 . NANYUKISOT KEG,KBLNBO F24  NANYUKISOT KEG,KBL NBO F20  NANYUKI 75T KEG,80494.63,348.13,80146.5
14,"KGL NBO F274 - NAROK JOT KEG RIFT NAROK _30T 63,561.67 $7,205.50 6,356.37",KGL NBO F274 - NAROK JOT KEG,KGL NBO F274  NAROK JOT KEG,KBL NBO F20  NAROK 75T KEG,63561.67,495.96,63065.71
14,"KBLNBO F24 - NGARA 30T KEG NAIROBI |Ngara Soy 20,145.07 18,333.26 7,014,891",KBLNBO F24 - NGARA 30T KEG,KBLNBO F24  NGARA 30T KEG,KBL NBO F20  NGARA 30T KEG,20145.07,918.44,19226.63
14,"KGL NBO F24 - NGONG 301 NAMI 301 25,102.48 22,592.23 2,510.25","KGL NBO F24 - NGONG 301 NAMI 301 25,102.48 22,592.23 2,510.25",KGL NBO F24  NGONG 301 NAMI 301 2510248 2259223 251025,,25102.48,,
14,"KOL NBO F24 - NIORO 30T KEG RIFT Njoro 401 77,175,90 69,458.31 2,212.59",KOL NBO F24 - NIORO 30T KEG,KOL NBO F24  NIORO 30T KEG,KBL NBO F20  NJORO 30T KEG,69458.31,110.11,69348.2
14,"KGL NBO F24 - NKUBU 30T KEG MOUNTAIN |NKUBU 307 87,422.96 78,600.66 8,742.30",KGL NBO F24 - NKUBU 30T KEG,KGL NBO F24  NKUBU 30T KEG,KBL NBO F20  NKUBU 30T KEG,87422.96,566.29,86856.67000000001
14,"KBL NBO F24- Niu CITY CENT 30T KEG KEG NBO RaInOpt NRO CITY CENT CO 307) 20,148.07 18,133.26 2,014.81",KBL NBO F24- Niu CITY CENT 30T KEG,KBL NBO F24 NIU CITY CENT 30T KEG,KBL NBO F20  NRB CITY CENT 30T KEG,20148.07,918.44,19229.63
14,"KBLNBO F24 - NRB JERICHO 307 KEG NBO NAIROBI NAB JERICHO EB 301 20,145.07 16,153.26 2,014.81",KBLNBO F24 - NRB JERICHO 307 KEG,KBLNBO F24  NRB JERICHO 307 KEG,KBL NBO F20  NRB JERICHO 30T KEG,20145.07,918.44,19226.63
14,"KBL NBO F24« NAB NASRA SOT KEG KEG NBO NAIROBI [NAB NASA EO 307 17,044.56 15,340.10 1,704.46","KBL NBO F24« NAB NASRA SOT KEG KEG NBO NAIROBI [NAB NASA EO 307 17,044.56 15,340.10 1,704.46",KBL NBO F24 NAB NASRA SOT KEG KEG NBO NAIROBI NAB NASA EO 307 1704456 1534010 170446,,17044.56,,
14,"KOL NGO 124 - NYAHUAURU 30T KEG KEG NBO RIFT NYAHURURU _30T 78,921,31 71,029.18 7,892.18","KOL NGO 124 - NYAHUAURU 30T KEG KEG NBO RIFT NYAHURURU _30T 78,921,31 71,029.18 7,892.18",KOL NGO 124  NYAHUAURU 30T KEG KEG NBO RIFT NYAHURURU 30T 7892131 7102918 789218,,71029.18,,
14,"MBL NBO F24 - NYAMBARE 30T KEG KEG NBO MOUNTAIN |NYAMBARE aor 27,851.79 25,065.61 2,785.18",MBL NBO F24 - NYAMBARE 30T KEG,MBL NBO F24  NYAMBARE 30T KEG,KBL NBO F20  NYAMBARE 30T KEG,27851.79,779.38,27072.41
14,"KGL NBO F24 - NYERI SOT KEG NBO NTA! Lil} 307 60,335.85 54,302.25 6,033.58",KGL NBO F24 - NYERI SOT KEG,KGL NBO F24  NYERI SOT KEG,KBL NBO F20  NYERI 75T KEG,60335.85,904.17,59431.68
14,"KBLINGO F24 - PIPELINE 30T KEG KEG [NBO NAIROBI | PIPELINE 307 20,148.07 18,133.26 2,014.81",KBLINGO F24 - PIPELINE 30T KEG,KBLINGO F24  PIPELINE 30T KEG,KBL NBO F20  PIPELINE 30T KEG,20148.07,918.44,19229.63
14,"KBLNBO F24 - RUIAU 30T KEG NBO MOUNTAIN |AUIRU aor 20,143.07 16,153.26 2,014.81",KBLNBO F24 - RUIAU 30T KEG,KBLNBO F24  RUIAU 30T KEG,KBL NBO F20  RUIRU 30T KEG,20143.07,918.44,19224.63
14,"KEL NBO F24- RUNYENIES SOT KEG KEG NBO MOUNTAIN |RUNYENIES 30T 796.26 $6,516.63 6,279.63 |",KEL NBO F24- RUNYENIES SOT KEG,KEL NBO F24 RUNYENIES SOT KEG,KBL NBO F20  RUNYENJES 75T KEG,796.26,705.12,91.13999999999999
14,"KEL NBO F24 » SAMBURU 30T KEG KEG NBO COAST SAMBURU 307 160,595.61 16,059.56","KEL NBO F24 » SAMBURU 30T KEG KEG NBO COAST SAMBURU 307 160,595.61 16,059.56",KEL NBO F24  SAMBURU 30T KEG KEG NBO COAST SAMBURU 307 16059561 1605956,,160595.61,,
14,"KAL MOO F24 - URI MOYO 40T KEG KEG Nao 30T 20,148.07 18,133.26 2",KAL MOO F24 - URI MOYO 40T KEG,KAL MOO F24  URI MOYO 40T KEG,KBL NBO F20  SHAURI MOYO 30T KEG,20148.07,918.44,19229.63
14,"KBL NGO F24 - TALA 307 KEG KEG NBO Jor 46,072.62 41,465.36 4,607.26|",KBL NGO F24 - TALA 307 KEG,KBL NGO F24  TALA 307 KEG,KBL NBO F20  TALA 30T KEG,46072.62,372.06,45700.560000000005
14,"KBL NSO F24 » TAVETA 30T KEG KEG NBO 30T 133,674.65 120,307.19 13,367.47","KBL NSO F24 » TAVETA 30T KEG KEG NBO 30T 133,674.65 120,307.19 13,367.47",KBL NSO F24  TAVETA 30T KEG KEG NBO 30T 13367465 12030719 1336747,,133674.65,,
14,"KBL NGO F24 - UKUNDA 30T KEG KEG NEO 301 142,385.00 228,146.50 14,233.50",KBL NGO F24 - UKUNDA 30T KEG,KBL NGO F24  UKUNDA 30T KEG,KBL NBO F20  UKUNDA 30T KEG,142385.0,262.32,142122.68
14,"KBLINAD F24 - UXUNDA/DIANI JOT KEG KEG NEO COAST Ukonda/Biant 30T 142,385.00 128,146.50 14,238.50","KBLINAD F24 - UXUNDA/DIANI JOT KEG KEG NEO COAST Ukonda/Biant 30T 142,385.00 128,146.50 14,238.50",KBLINAD F24  UXUNDADIANI JOT KEG KEG NEO COAST UKONDABIANT 30T 14238500 12814650 1423850,,142385.0,,
14,"KBLN@O F24 + WOTE 30T KEG KEG NEO COAST WOTE Aor 76,128.66 68,515.79 7,612.87","KBLN@O F24 + WOTE 30T KEG KEG NEO COAST WOTE Aor 76,128.66 68,515.79 7,612.87",KBLNO F24  WOTE 30T KEG KEG NEO COAST WOTE AOR 7612866 6851579 761287,,76128.66,,
14,"KBL NBO F24 - WUNDANYI SOT KEG KEG BO COAST WUNDANY! 307 144,936.43 330,442.79 14,493.64",KBL NBO F24 - WUNDANYI SOT KEG,KBL NBO F24  WUNDANYI SOT KEG,KBL NBO F20  WUNDANYI 75T KEG,144936.43,641.46,144294.97
14,"|KBL NGO F24 - BABA DOGO 7.5ST KEG Li ST 10,186.30 9,167.67",,,,10186.3,,
14,"KBL NBO F24 - BOMET 7.5T KEG KEG NEO 757 43,715.24 39,343.72",KBL NBO F24 - BOMET 7.5T KEG,KBL NBO F24  BOMET 75T KEG,KBL NBO F20  BOMET 75T KEG,43715.24,966.58,42748.659999999996
14,"KOL NGO F24 - WUNGOMA 7.5T KEG KEG Noo 75T 74,961.41 67,465.27",KOL NGO F24 - WUNGOMA 7.5T KEG,KOL NGO F24  WUNGOMA 75T KEG,KBL NBO F20  BUNGOMA 75T KEG,74961.41,442.63,74518.78
14,"KBL NBO F24~- BURUBUAU 7.ST KEG Li NBO 7st 11,166.30 16,04697","KBL NBO F24~- BURUBUAU 7.ST KEG Li NBO 7st 11,166.30 16,04697",KBL NBO F24 BURUBUAU 7ST KEG LI NBO 7ST 1116630 1604697,,11166.3,,
14,"KBL INDO F24- CHUKA 7.5T KEG a Ngo 7ST 32,994.09 25,694.68",KBL INDO F24- CHUKA 7.5T KEG,KBL INDO F24 CHUKA 75T KEG,KBL NBO F20  CHUKA 75T KEG,32994.09,26.62,32967.469999999994
15,"KBL NBO F24- ELOORET 7.5T KEG KEG NBO fuFT ELOORET 7.57 60,027.48 54,024.73",KBL NBO F24- ELOORET 7.5T KEG,KBL NBO F24 ELOORET 75T KEG,KBL NBO F20  ELDORET 75T KEG,7.57,535.5,-527.93
15,"KBL NBO F24- EMAL! 7.57 KEG KEG [NBO COAST EMAL! 7st 26,793.96 24,114.56","KBL NBO F24- EMAL! 7.57 KEG KEG [NBO COAST EMAL! 7st 26,793.96 24,114.56",KBL NBO F24 EMAL 757 KEG KEG NBO COAST EMAL 7ST 2679396 2411456,,7.57,,
15,"OL NBO F24- EMBU 7.57 KEG KEG NbO MOUNTAIN |EMBU 7.57 26,328.94",OL NBO F24- EMBU 7.57 KEG,OL NBO F24 EMBU 757 KEG,KBL NBO F20  EMBU 75T KEG,7.57,225.45,-217.88
15,"KBL NBO F24- GILGIL7.ST KEG KEG NBO MOUNTAIN [GILGIL 7ST 20,003.96 25,275.56",KBL NBO F24- GILGIL7.ST KEG,KBL NBO F24 GILGIL7ST KEG,KBL NBO F20  GILGIL 75T KEG,20003.96,16.29,19987.67
15,"KOL NBO F24 - GITHURAI7.5T KEG KEG NBO NAIROB! —_|Githural 7ST 14,505.34 13,054.78",KOL NBO F24 - GITHURAI7.5T KEG,KOL NBO F24  GITHURAI75T KEG,KBL NBO F20  GITHURAI 75T KEG,14505.34,160.52,14344.82
15,"KBL NBO F24- HOLA 7 5T KEG NBO |coast Hala 7st 55,889.72 77,300.75",KBL NBO F24- HOLA 7 5T KEG,KBL NBO F24 HOLA 7 5T KEG,KBL NBO F20  HOLA 75T KEG,55889.72,74.1,55815.62
15,"KOL NBO F24- IKUTMA 7.5T KEG KEG NBO MOUNTAIN |IKUTHA 157 45,418.82 40,606.94",KOL NBO F24- IKUTMA 7.5T KEG,KOL NBO F24 IKUTMA 75T KEG,KBL NBO F20  IKUTHA 75T KEG,45418.82,379.96,45038.86
15,"KL NBO F24 - JUJA 7.5T KEG KES. NBO MOUNTAIN [Juja 7.57 10,573.80 9,516.42",KL NBO F24 - JUJA 7.5T KEG,KL NBO F24  JUJA 75T KEG,KBL NBO F20  JUJA 75T KEG,7.57,148.77,-141.20000000000002
15,"KGL NBO F24- KAGATI 7.5T KEG KEG NBO MOUNTAIN |KABATI 1st 15,777.51 14,199.76",KGL NBO F24- KAGATI 7.5T KEG,KGL NBO F24 KAGATI 75T KEG,KBL NBO F20  KABATI 75T KEG,15777.51,458.69,15318.82
15,"XBL NBO F24 - KAGIO 7.5T KEG KEG Ni MOUNTAIN | Kaglo 7.51 22,918.87 29,626.98",XBL NBO F24 - KAGIO 7.5T KEG,XBL NBO F24  KAGIO 75T KEG,KBL NBO F20  KAGIO 75T KEG,7.51,745.79,-738.28
15,"KBL NBO F24- KAHURO 7.51 KEG KEG NBO MOUNTAIN |Kahuie rsT 21,764,12 19,587.71",KBL NBO F24- KAHURO 7.51 KEG,KBL NBO F24 KAHURO 751 KEG,KBL NBO F20  KAHURO 75T KEG,7.51,567.47,-559.96
15,"KBL NBO F24 » KANGARI 7.5 KEG NBO MOUNTAIN |KANGARI 7ST 18,029.57 16,766.61",KBL NBO F24 » KANGARI 7.5 KEG NBO MOUNTAIN,KBL NBO F24  KANGARI 75 KEG NBO MOUNTAIN,KBL NBO F20  KANGARI 75T KEG,18029.57,368.95,17660.62
15,"KAt NAO F24- PST REG KEG NBO MOUNTAIN | Kangama rst 22,819.94 20,537.95",KAt NAO F24- PST REG KEG,KAT NAO F24 PST REG KEG,KBL NBO F20  KAPSABET 75T KEG,22819.94,219.17,22600.77
15,"KA NBO F24 - KAPSADET 7.5T KEG KEG [NSO ANT Kapsabet 7.51 59,730.57 53,757.51",KA NBO F24 - KAPSADET 7.5T KEG,KA NBO F24  KAPSADET 75T KEG,KBL NBO F20  KAPSABET 75T KEG,7.51,219.17,-211.66
15,"KBL NBO F24. KARATINA 7.57 KEG KUG NBO MOUNTAIN |KARATINA 781 26,688.93 24,020.04",KBL NBO F24. KARATINA 7.57 KEG,KBL NBO F24 KARATINA 757 KEG,KBL NBO F20  KARATINA 75T KEG,7.57,592.78,-585.2099999999999
15,"NAO F24- KAWANGWARE 7.5T KEG KEG NBO NAIRO Wy, 7.5T 11,166.30 10,049.67",NAO F24- KAWANGWARE 7.5T KEG,NAO F24 KAWANGWARE 75T KEG,KBL NBO F20  KAWANGWARE 75T KEG,11166.3,753.36,10412.939999999999
15,"KBL NBO F24 » KERICHO 7.5T KEG KEG N8O RIFT KERICHO: 75T 48,830.12 43,947.11","KBL NBO F24 » KERICHO 7.5T KEG KEG N8O RIFT KERICHO: 75T 48,830.12 43,947.11",KBL NBO F24  KERICHO 75T KEG KEG N8O RIFT KERICHO 75T 4883012 4394711,,48830.12,,
15,"KBL NBO F24- KERUGOYA 7.57 KEG [kes NBO MOUNTAIN |Kerugeya 781 25,765.00 23,186.50",KBL NBO F24- KERUGOYA 7.57 KEG,KBL NBO F24 KERUGOYA 757 KEG,KBL NBO F20  KERUGOYA 75T KEG,7.57,950.0,-942.43
15,"KBL NBO F24 « KIANYAGA 7.5T KEG (6 NBO MOUNTAIN [Kianyaga 787 25,998.93 24,299.04","KBL NBO F24 « KIANYAGA 7.5T KEG (6 NBO MOUNTAIN [Kianyaga 787 25,998.93 24,299.04",KBL NBO F24  KIANYAGA 75T KEG 6 NBO MOUNTAIN KIANYAGA 787 2599893 2429904,,25998.93,,
15,"KEL NBO F24 - KIBWEZI7.5T KEG KEG N6O COAST KIBWEZI 751 38,755.14 34,879.63",KEL NBO F24 - KIBWEZI7.5T KEG,KEL NBO F24  KIBWEZI75T KEG,KBL NBO F20  KIBWEZI 75T KEG,38755.14,905.25,37849.89
15,"KBL NBO F24 . KIKUYU 7.57 KEG KEG NBO MOUNTAIN |Kikw 7.87 10,186.30 9,167.67",KBL NBO F24 . KIKUYU 7.57 KEG,KBL NBO F24  KIKUYU 757 KEG,KBL NBO F20  KIKUYU 75T KEG,7.57,753.36,-745.79
15,"KOLNQO £24- KILIFLZ.ST KEG ies No Coast | 7.57 94,620.83 85,156.75",KOLNQO £24- KILIFLZ.ST KEG ies No Coast,KOLNQO 24 KILIFLZST KEG IES NO COAST,,7.57,,
15,"KBL NBO F24» KINAMBA 7.5T KEG Ke MOUNTAIN [KINAMBA TST 18,952.05 16,517.57","KBL NBO F24» KINAMBA 7.5T KEG Ke MOUNTAIN [KINAMBA TST 18,952.05 16,517.57",KBL NBO F24 KINAMBA 75T KEG KE MOUNTAIN KINAMBA TST 1895205 1651757,,18952.05,,
15,"KBL NBO F24- KHMUTINN ST KEG MOUNTAIN [KIRITIRE 7.51 30,979.05 27,881.15",KBL NBO F24- KHMUTINN ST KEG,KBL NBO F24 KHMUTINN ST KEG,KBL NBO F20  KARATINA 75T KEG,7.51,592.78,-585.27
15,"/KOL NGO F24- KISHI 7.5T KEG AUET kisi 757 $6,396.98 $0,757.22",/KOL NGO F24- KISHI 7.5T KEG,KOL NGO F24 KISHI 75T KEG,KBL NBO F20  KISII 75T KEG,6396.98,907.05,5489.929999999999
15,"KBL NBO F24- KISUMU 7.5T KEG 7.51 $3,013.1) 358,513.61",KBL NBO F24- KISUMU 7.5T KEG,KBL NBO F24 KISUMU 75T KEG,KBL NBO F20  KISUMU 75T KEG,7.51,845.47,-837.96
15,"KGL NOO F24 - KITENGELA 7.57 KEG 2ST 14,286.39 10,357.75",KGL NOO F24 - KITENGELA 7.57 KEG,KGL NOO F24  KITENGELA 757 KEG,KBL NBO F20  KITENGELA 75T KEG,7.57,375.91,-368.34000000000003
15,"KBL NBO F24« KITHYUKO 7.5T KEG 75T __28,102.98 25,370.08","KBL NBO F24« KITHYUKO 7.5T KEG 75T __28,102.98 25,370.08",KBL NBO F24 KITHYUKO 75T KEG 75T 2810298 2537008,KBL NBO F20  KITHYUKO 75T KEG,28102.98,123.45,27979.53
15,"KBL NBO F24 » LIMURU 7.57 KEG 757 12,762.83 11,486.55","KBL NBO F24 » LIMURU 7.57 KEG 757 12,762.83 11,486.55",KBL NBO F24  LIMURU 757 KEG 757 1276283 1148655,KBL NBO F20  LIMURU 75T KEG,7.57,382.48,-374.91
